6 27
7.2 0
7.2 10
8.64 6
10.368 2
10.368 1
10.368 1
10.368 2
10.368 2
10.368 1
10.368 3
10.368 1
10.368 1
10.368 0
10.368 0
10.368 0
10.368 0
10.368 0
10.368 1
10.368 0
10.368 1
10.368 1
10.368 0
10.368 0
10.368 1
10.368 0
10.368 0
10.368 0
10.368 0
10.368 0
10.368 4
10.368 2
10.368 2
10.368 1
10.368 1
10.368 0
10.368 1
10.368 0
10.368 0
10.368 0
10.368 0
10.368 0
10.368 1
10.368 0
10.368 0
10.368 0
10.368 0
10.368 1
10.368 1
10.368 0
10.368 1
10.368 0
10.368 0
10.368 0
10.368 0
10.368 0
10.368 0
10.368 0
10.368 0
10.368 0
10.368 0
9.8496 0
9.8496 0
9.8496 0
9.8496 0
9.8496 0
9.8496 0
9.8496 0
9.8496 0
9.8496 0
9.8496 0
9.35712 1
9.35712 1
9.35712 1
9.35712 0
9.35712 1
9.35712 0
9.35712 1
9.35712 0
9.35712 0
9.35712 1
9.35712 0
9.35712 0
9.35712 1
9.35712 0
9.35712 1
9.35712 1
9.35712 1
9.35712 2
9.35712 0
9.35712 0
9.35712 0
9.35712 0
9.35712 0
9.35712 0
9.35712 0
9.35712 1
9.35712 0
9.35712 0
9.35712 1
9.35712 0
9.35712 1
9.35712 0
9.35712 0
9.35712 0
9.35712 0
9.35712 0
9.35712 0
9.35712 0
9.35712 0
9.35712 0
9.35712 0
8.88926 2
8.88926 0
8.88926 0
8.88926 0
8.88926 1
8.88926 0
8.88926 0
8.88926 0
8.88926 0
8.88926 0
8.88926 0
8.88926 0
8.88926 0
8.88926 1
8.88926 0
8.88926 0
8.88926 0
8.88926 0
8.88926 0
8.88926 0
8.88926 1
8.88926 0
8.88926 0
8.88926 0
8.88926 0
8.88926 0
8.88926 0
8.88926 0
8.88926 0
8.88926 0
8.88926 0
8.4448 1
8.4448 0
8.4448 0
8.4448 0
8.4448 0
8.4448 2
8.4448 1
8.4448 0
8.4448 0
8.4448 1
8.4448 1
8.4448 0
8.4448 0
8.4448 0
8.4448 0
8.4448 0
8.4448 0
8.4448 0
8.4448 0
8.4448 0
8.4448 0
8.02256 2
8.02256 0
8.02256 0
8.02256 0
8.02256 0
8.02256 0
8.02256 0
8.02256 0
8.02256 0
8.02256 0
8.02256 0
7.62143 0
7.62143 0
7.62143 0
7.62143 0
7.62143 0
7.62143 0
7.62143 0
7.62143 0
7.62143 0
7.62143 0
7.24036 2
7.24036 0
7.24036 0
7.24036 1
7.24036 0
7.24036 0
7.24036 0
7.24036 0
7.24036 0
7.24036 0
7.24036 0
7.24036 0
7.24036 0
7.24036 0
6.87834 3
6.87834 0
6.87834 0
6.87834 0
6.87834 0
6.87834 1
6.87834 0
6.87834 0
6.87834 1
6.87834 0
6.87834 0
6.87834 0
6.87834 0
6.87834 0
6.87834 1
6.87834 0
6.87834 0
6.87834 0
6.87834 1
6.87834 0
6.87834 0
6.87834 0
6.87834 0
6.87834 0
6.87834 0
6.87834 0
6.87834 0
6.87834 0
6.87834 0
6.53443 1
6.53443 0
6.53443 0
6.53443 0
6.53443 0
6.53443 0
6.53443 0
6.53443 0
6.53443 0
6.53443 0
6.53443 0
6.2077 5
7.44925 0
7.44925 0
7.44925 0
7.44925 0
7.44925 0
7.44925 0
7.44925 0
7.44925 0
7.44925 0
7.44925 0
7.07678 0
7.07678 0
7.07678 0
7.07678 0
7.07678 0
7.07678 0
7.07678 0
7.07678 0
7.07678 0
7.07678 0
6.72294 0
6.72294 0
6.72294 0
6.72294 0
6.72294 0
6.72294 1
6.72294 2
